Year,ISO3,ADM0_PT,ADM0_EN,ADM0_PCODE,ADM1_PT,ADM1_PCODE,ADM2_PT,ADM2_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2024,MOZ,Mo̤ambique,Mozambique,MZ,Maputo City,MZ06,Cidade De Maputo,MZ0601,663899,636361,1300260,57587,73604,77832,71193,67984,63267,55930,44626,35147,28604,23195,20465,17174,12114,7750,4760,2667,60093,75428,79519,69006,66676,64607,54982,42291,32289,23453,17244,15627,13615,9903,6463,3677,1488,117680,149032,157351,140199,134660,127874,110912,86917,67436,52057,40439,36092,30789,22017,14213,8437,4155
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Angoche,MZ0701,222464,215104,437568,37996,34290,28788,23131,18861,16541,14359,11174,8566,7389,6648,4927,3449,2653,1902,1127,663,40152,35975,31396,23728,17046,13230,10563,8704,7541,6795,5832,4434,3504,2718,1902,1049,535,78148,70265,60184,46859,35907,29771,24922,19878,16107,14184,12480,9361,6953,5371,3804,2176,1198
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Cidade De Nampula,MZ0702,529736,537894,1067630,97449,80713,75378,66769,52547,44056,32899,22952,15667,12347,10311,6977,4341,3111,2125,1311,783,102978,84679,74594,64849,52261,42016,31990,23810,15976,13101,11825,8170,4810,3187,1948,1059,641,200427,165392,149972,131618,104808,86072,64889,46762,31643,25448,22136,15147,9151,6298,4073,2370,1424
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Erati,MZ0703,258699,238455,497154,43451,41839,31027,24495,19713,18105,17932,15042,12622,10763,8063,5464,3798,2811,1908,1015,651,45916,43895,32216,23780,17627,14220,12262,10487,9294,8327,6878,4893,3378,2422,1565,794,501,89367,85734,63243,48275,37340,32325,30194,25529,21916,19090,14941,10357,7176,5233,3473,1809,1152
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Ilha De Mo̤ambique,MZ0704,43641,41128,84769,7439,6680,5606,4647,3691,3225,2784,2170,1691,1445,1225,910,683,553,426,289,177,7861,7008,5700,4329,2908,2378,2329,1943,1462,1284,1152,874,661,513,369,225,132,15300,13688,11306,8976,6599,5603,5113,4113,3153,2729,2377,1784,1344,1066,795,514,309
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Lalaua,MZ0705,64786,63914,128700,10981,9844,9390,7215,5372,4616,4186,3283,2514,2125,1798,1249,778,575,418,294,148,11604,10327,9910,7488,5575,4281,3199,2572,2253,1979,1580,1105,763,555,375,217,131,22585,20171,19300,14703,10947,8897,7385,5855,4767,4104,3378,2354,1541,1130,793,511,279
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Larde,MZ0706,60409,59786,120195,10569,9285,8239,6529,5459,4701,3796,2862,2202,1851,1554,1104,748,577,432,299,202,11169,9741,8827,6650,5055,4002,3255,2581,1983,1719,1505,1091,741,565,424,309,169,21738,19026,17066,13179,10514,8703,7051,5443,4185,3570,3059,2195,1489,1142,856,608,371
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Li̼po,MZ0707,56334,54512,110846,9550,8879,7450,5828,4495,3994,3793,3086,2505,2097,1538,1026,704,541,406,289,153,10091,9315,8207,6025,3951,3070,2722,2357,2148,1920,1514,1073,772,578,403,242,124,19641,18194,15657,11853,8446,7064,6515,5443,4653,4017,3052,2099,1476,1119,809,531,277
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Malema,MZ0708,136854,133737,270591,23359,20416,19798,16061,11739,9927,8494,6523,5010,4254,3666,2632,1785,1346,950,563,331,24685,21419,20410,16076,11650,9003,6958,5502,4457,3877,3264,2324,1599,1150,750,393,220,48044,41835,40208,32137,23389,18930,15452,12025,9467,8131,6930,4956,3384,2496,1700,956,551
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Meconta,MZ0709,143314,143534,286848,24906,21790,20182,16514,12666,10782,8919,6830,5422,4536,3558,2456,1701,1285,915,555,297,26319,22861,21260,16906,12551,9838,7654,6125,5074,4397,3549,2471,1666,1221,854,552,236,51225,44651,41442,33420,25217,20620,16573,12955,10496,8933,7107,4927,3367,2506,1769,1107,533
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Mecuburi,MZ0710,130612,125761,256373,22293,20183,18042,14208,10815,9424,8611,6791,5222,4393,3626,2491,1549,1155,862,644,303,23558,21175,18524,13967,10523,8221,6382,5209,4531,4010,3313,2312,1494,1077,747,492,226,45851,41358,36566,28175,21338,17645,14993,12000,9753,8403,6939,4803,3043,2232,1609,1136,529
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Memba,MZ0711,207879,196017,403896,35525,33429,25398,19641,16896,15317,14163,11487,9339,7889,5953,4169,3175,2437,1681,840,540,37540,35072,27690,19844,14552,11567,9872,8409,7478,6693,5437,3959,2991,2235,1490,751,437,73065,68501,53088,39485,31448,26884,24035,19896,16817,14582,11390,8128,6166,4672,3171,1591,977
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Mogincual,MZ0712,61177,59149,120326,10326,9591,8052,6221,4896,4349,4081,3309,2678,2259,1711,1188,872,675,487,292,190,10911,10063,8778,6406,4347,3405,2991,2574,2314,2073,1676,1198,849,641,460,299,164,21237,19654,16830,12627,9243,7754,7072,5883,4992,4332,3387,2386,1721,1316,947,591,354
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Mogovolas,MZ0713,231978,227435,459413,38491,36040,30188,23561,17931,15978,15463,12659,10102,8806,7741,5529,3531,2586,1782,1055,535,40675,37811,32903,24866,18098,14357,11983,10031,8659,7791,6788,4866,3151,2302,1626,1097,431,79166,73851,63091,48427,36029,30335,27446,22690,18761,16597,14529,10395,6682,4888,3408,2152,966
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Moma,MZ0714,201721,198983,400704,34693,31181,27103,21503,17350,15054,12744,10017,8232,7029,5667,3918,2571,1906,1346,842,565,36661,32713,28885,21873,16880,13279,10251,8329,7146,6372,5479,3925,2602,1907,1334,864,483,71354,63894,55988,43376,34230,28333,22995,18346,15378,13401,11146,7843,5173,3813,2680,1706,1048
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Monapo,MZ0715,252802,245202,498004,44081,39625,33007,26617,22103,19346,16355,12712,10117,8517,6760,4688,3226,2414,1680,962,592,46582,41572,35377,27085,20561,16124,12465,10123,8733,7672,6157,4384,3192,2346,1552,801,476,90663,81197,68384,53702,42664,35470,28820,22835,18850,16189,12917,9072,6418,4760,3232,1763,1068
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Mossuril,MZ0716,113177,108286,221463,18983,17670,13812,11009,9070,8144,7501,6033,4778,4114,3442,2565,1968,1594,1216,792,486,20060,18539,15144,11197,7754,6179,5528,4725,4063,3692,3234,2473,1913,1520,1132,739,394,39043,36209,28956,22206,16824,14323,13029,10758,8841,7806,6676,5038,3881,3114,2348,1531,880
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Muecate,MZ0717,82946,81521,164467,14083,12422,12230,9669,7021,5924,5098,4004,3289,2789,2199,1488,940,697,512,368,213,14882,13032,12916,9907,7191,5449,3985,3172,2781,2446,1984,1373,893,639,434,273,164,28965,25454,25146,19576,14212,11373,9083,7176,6070,5235,4183,2861,1833,1336,946,641,377
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Murrupula,MZ0718,113807,111179,224986,18982,17000,16388,12808,9289,7917,7074,5626,4543,3946,3433,2450,1579,1173,833,527,239,20059,17836,17283,13070,9310,7145,5601,4540,3860,3448,3007,2168,1444,1049,715,433,211,39041,34836,33671,25878,18599,15062,12675,10166,8403,7394,6440,4618,3023,2222,1548,960,450
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Nacala,MZ0719,198710,195402,394112,36146,30489,26658,23295,19501,16553,12144,8653,6401,5250,4388,3122,2213,1667,1145,600,485,38197,31988,25978,21719,17800,14444,11252,8633,6201,5214,4501,3282,2428,1766,1112,468,419,74343,62477,52636,45014,37301,30997,23396,17286,12602,10464,8889,6404,4641,3433,2257,1068,904
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Nacala-A-Velha,MZ0720,79855,75706,155561,13341,12290,10069,8099,6454,5695,5062,4106,3471,3009,2395,1759,1376,1108,831,514,276,14098,12894,10792,8182,5829,4584,3819,3180,2730,2437,2021,1535,1256,994,715,415,225,27439,25184,20861,16281,12283,10279,8881,7286,6201,5446,4416,3294,2632,2102,1546,929,501
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Nacaroa,MZ0721,93658,89354,183012,15640,14318,12594,10026,7527,6547,5901,4811,4101,3556,2856,1989,1319,1001,737,504,231,16528,15021,13675,10389,7176,5481,4312,3612,3351,2975,2290,1591,1126,823,552,309,143,32168,29339,26269,20415,14703,12028,10213,8423,7452,6531,5146,3580,2445,1824,1289,813,374
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Rapale,MZ0722,105490,103060,208550,17693,15710,14797,11865,8778,7492,6530,5104,3993,3491,3218,2392,1636,1235,858,473,225,18697,16482,15604,12040,8592,6658,5312,4282,3518,3127,2752,2034,1455,1091,755,442,219,36390,32192,30401,23905,17370,14150,11842,9386,7511,6618,5970,4426,3091,2326,1613,915,444
2024,MOZ,Mo̤ambique,Mozambique,MZ,Nampula,MZ07,Ribaue,MZ0723,158517,153785,312302,26525,22921,24696,19532,13320,10979,9424,7313,5870,5012,4160,2958,2028,1553,1135,733,358,28030,24047,25249,19407,13510,10102,7511,5865,4827,4245,3702,2640,1707,1238,862,565,278,54555,46968,49945,38939,26830,21081,16935,13178,10697,9257,7862,5598,3735,2791,1997,1298,636
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Chimbonila,MZ0801,49310,47520,96830,10123,7862,6450,5185,4148,3580,3018,2281,1739,1342,1022,777,625,479,341,199,139,10620,8206,6512,5005,3956,3093,2309,1845,1541,1238,958,715,557,411,283,171,100,20743,16068,12962,10190,8104,6673,5327,4126,3280,2580,1980,1492,1182,890,624,370,239
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Cidade De Lichinga,MZ0802,177358,176234,353592,37756,28301,23306,20191,15981,13614,10737,7740,5546,4135,3224,2334,1610,1169,823,534,357,39612,29539,23829,19872,15389,12185,9364,7251,5260,4064,3400,2469,1663,1104,668,344,221,77368,57840,47135,40063,31370,25799,20101,14991,10806,8199,6624,4803,3273,2273,1491,878,578
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Cuamba,MZ0803,185497,185037,370534,38325,29343,24968,20648,15848,13479,11062,8339,6585,5106,3875,2781,1878,1343,932,600,385,40209,30627,26399,21157,15527,12050,9288,7443,6086,4881,3906,2814,1898,1269,782,424,277,78534,59970,51367,41805,31375,25529,20350,15782,12671,9987,7781,5595,3776,2612,1714,1024,662
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Ilha Licom,MZ0804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Ilha Risunodo,MZ0805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Lago,MZ0806,75399,72947,148346,15315,11814,9986,8243,6239,5338,4556,3448,2609,2019,1568,1202,943,764,614,463,278,16068,12331,10231,8099,5876,4555,3551,2888,2447,1972,1509,1104,813,601,432,296,174,31383,24145,20217,16342,12115,9893,8107,6336,5056,3991,3077,2306,1756,1365,1046,759,452
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Lago Niassa,MZ0807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Majune,MZ0808,27675,26728,54403,5498,4335,3845,3093,2131,1823,1732,1361,1038,798,582,433,347,266,191,115,87,5769,4525,3976,3117,2202,1653,1208,976,877,719,556,403,283,198,132,81,53,11267,8860,7821,6210,4333,3476,2940,2337,1915,1517,1138,836,630,464,323,196,140
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Mandimba,MZ0809,140476,137791,278267,29236,22674,18180,14479,12115,10506,8685,6482,4806,3728,3089,2277,1495,1070,752,501,401,30674,23667,19196,14332,10584,8386,7087,5806,4572,3711,3168,2358,1605,1118,745,464,318,59910,46341,37376,28811,22699,18892,15772,12288,9378,7439,6257,4635,3100,2188,1497,965,719
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Marrupa,MZ0810,53032,51951,104983,10615,8398,7124,5704,4164,3595,3312,2592,1998,1555,1191,879,628,483,373,278,143,11136,8766,7441,5775,4114,3193,2572,2114,1784,1451,1158,839,558,404,300,229,117,21751,17164,14565,11479,8278,6788,5884,4706,3782,3006,2349,1718,1186,887,673,507,260
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Maua,MZ0811,45834,44798,90632,9092,7213,6097,4834,3608,3099,2733,2177,1857,1488,1108,815,594,448,327,219,125,9539,7529,6525,5059,3712,2845,2135,1738,1545,1250,921,659,473,346,249,175,98,18631,14742,12622,9893,7320,5944,4868,3915,3402,2738,2029,1474,1067,794,576,394,223
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Mavago,MZ0812,19670,19377,39047,4020,3010,2946,2346,1656,1375,1180,870,622,445,277,211,219,188,149,99,57,4217,3142,3106,2405,1647,1213,883,692,596,450,249,176,190,160,125,85,41,8237,6152,6052,4751,3303,2588,2063,1562,1218,895,526,387,409,348,274,184,98
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Mecanhelas,MZ0813,172698,172225,344923,35946,27766,23398,18360,14828,12758,10728,8013,5917,4470,3408,2430,1612,1177,868,636,383,37714,28981,25680,19207,14269,11001,8573,6857,5568,4388,3315,2358,1665,1156,757,452,284,73660,56747,49078,37567,29097,23759,19301,14870,11485,8858,6723,4788,3277,2333,1625,1088,667
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Mecula,MZ0814,14725,14696,29421,2992,2334,1935,1620,1193,1028,915,703,529,407,309,233,183,140,101,62,41,3139,2436,2026,1646,1208,942,718,597,554,444,293,202,151,119,98,82,41,6131,4770,3961,3266,2401,1970,1633,1300,1083,851,602,435,334,259,199,144,82
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Metarica,MZ0815,29681,29889,59570,5775,4557,4375,3426,2210,1856,1807,1451,1172,913,645,469,360,274,201,132,58,6059,4757,4652,3664,2512,1893,1451,1171,1003,805,601,438,334,240,161,94,54,11834,9314,9027,7090,4722,3749,3258,2622,2175,1718,1246,907,694,514,362,226,112
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Muembe,MZ0816,29130,28667,57797,5925,4546,4100,3282,2398,2035,1796,1350,971,722,522,390,316,265,224,182,106,6216,4745,4377,3385,2418,1831,1392,1091,864,674,511,369,268,200,148,107,71,12141,9291,8477,6667,4816,3866,3188,2441,1835,1396,1033,759,584,465,372,289,177
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Ngauma,MZ0817,65895,62559,128454,13920,10757,8263,6696,5816,5078,4130,3038,2202,1643,1217,912,743,577,422,262,219,14604,11228,8485,6316,4704,3735,3161,2581,2026,1600,1239,912,679,506,368,253,162,28524,21985,16748,13012,10520,8813,7291,5619,4228,3243,2456,1824,1422,1083,790,515,381
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Nipepe,MZ0818,29479,28611,58090,5821,4776,3889,2970,2203,1940,1887,1539,1271,1006,738,523,354,243,155,81,83,6108,4985,4220,3160,2287,1749,1352,1114,995,814,625,443,292,197,128,80,62,11929,9761,8109,6130,4490,3689,3239,2653,2266,1820,1363,966,646,440,283,161,145
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Sanga,MZ0819,51027,49364,100391,10131,7806,7226,5765,4075,3428,3024,2325,1805,1406,1049,831,758,597,418,212,171,10629,8148,7359,5711,4060,3076,2329,1858,1541,1252,1021,770,571,425,306,206,102,20760,15954,14585,11476,8135,6504,5353,4183,3346,2658,2070,1601,1329,1022,724,418,273
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Buzi,MZ0901,120322,108855,229177,19205,18120,16041,13703,10735,8756,7638,5890,4692,3986,3214,2505,1966,1562,1153,725,431,19473,18328,16025,13357,9534,6945,5503,4309,3708,3116,2464,1913,1467,1148,823,494,248,38678,36448,32066,27060,20269,15701,13141,10199,8400,7102,5678,4418,3433,2710,1976,1219,679
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Caia,MZ0902,100848,93025,193873,16103,14854,14623,12187,9199,7308,6251,4743,3776,3144,2395,1823,1434,1154,885,620,349,16328,15024,14478,11858,8777,6318,4632,3520,3098,2547,1869,1403,1065,841,627,429,211,32431,29878,29101,24045,17976,13626,10883,8263,6874,5691,4264,3226,2499,1995,1512,1049,560
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Chemba,MZ0903,52052,46131,98183,8546,7857,7021,5732,5000,4090,3303,2433,1858,1547,1240,977,801,651,492,317,187,8665,7947,7113,5603,4365,3147,2227,1652,1435,1155,798,595,483,384,280,172,110,17211,15804,14134,11335,9365,7237,5530,4085,3293,2702,2038,1572,1284,1035,772,489,297
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Cheringoma,MZ0904,34794,33125,67919,5550,5093,5396,4392,3169,2471,2143,1635,1331,1084,740,540,443,348,250,143,66,5627,5152,5471,4417,3122,2201,1631,1251,1132,926,644,477,373,294,215,137,55,11177,10245,10867,8809,6291,4672,3774,2886,2463,2010,1384,1017,816,642,465,280,121
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Chibabava,MZ0905,95622,80032,175654,15291,14967,12312,10411,8032,6750,6596,5206,3958,3258,2458,1833,1363,1112,911,768,396,15505,15138,12144,9707,6111,4267,3707,3030,2748,2273,1614,1171,821,650,517,439,190,30796,30105,24456,20118,14143,11017,10303,8236,6706,5531,4072,3004,2184,1762,1428,1207,586
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Cidade Da Beira,MZ0906,416894,425164,842058,75359,68044,44251,42258,45550,39240,28939,19924,13512,10762,9119,6841,4698,3512,2491,1619,775,76411,68824,44271,43046,48748,41170,30949,21849,13350,10005,8740,6558,4376,3174,2097,1149,447,151770,136868,88522,85304,94298,80410,59888,41773,26862,20767,17859,13399,9074,6686,4588,2768,1222
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Dondo,MZ0907,129139,129614,258753,22152,19751,16426,14670,13401,11042,8318,5818,4141,3394,2910,2259,1678,1304,948,599,328,22462,19977,16247,14664,13986,11266,8591,6187,4119,3193,2683,2078,1570,1194,804,395,198,44614,39728,32673,29334,27387,22308,16909,12005,8260,6587,5593,4337,3248,2498,1752,994,526
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Gorongosa,MZ0908,107986,100509,208495,18024,16357,15194,12426,10566,8595,7088,5105,3595,2889,2297,1768,1410,1110,797,457,308,18276,16544,15386,12228,9386,6946,5519,4147,3199,2543,1918,1427,1052,805,569,347,217,36300,32901,30580,24654,19952,15541,12607,9252,6794,5432,4215,3195,2462,1915,1366,804,525
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Machanga,MZ0909,38094,33283,71377,6025,5826,4581,3884,3316,2790,2448,1912,1523,1335,1176,950,739,601,465,328,195,6109,5893,4984,4052,2796,2006,1642,1264,1008,849,723,581,455,368,279,191,83,12134,11719,9565,7936,6112,4796,4090,3176,2531,2184,1899,1531,1194,969,744,519,278
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Maringue,MZ0910,59843,51716,111559,9862,9016,8145,6638,5823,4745,3756,2755,2140,1775,1380,1083,918,739,537,302,229,10000,9119,8147,6289,4725,3306,2237,1666,1554,1294,946,718,561,449,337,229,139,19862,18135,16292,12927,10548,8051,5993,4421,3694,3069,2326,1801,1479,1188,874,531,368
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Marromeu,MZ0911,95272,93984,189256,15772,14481,13351,11142,9146,7406,6111,4536,3503,2878,2213,1634,1190,880,583,287,159,15992,14647,13976,11651,9108,6810,5207,3976,3309,2699,2028,1530,1173,885,585,266,142,31764,29128,27327,22793,18254,14216,11318,8512,6812,5577,4241,3164,2363,1765,1168,553,301
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Muanza,MZ0912,22417,22605,45022,3680,3475,3378,2710,1969,1605,1624,1222,799,606,420,300,244,183,118,44,40,3731,3515,3468,2813,2135,1586,1240,997,940,750,438,306,268,205,132,46,35,7411,6990,6846,5523,4104,3191,2864,2219,1739,1356,858,606,512,388,250,90,75
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Nhamatanda,MZ0913,179273,171462,350735,28577,26214,24811,21040,16417,13206,11262,8344,6063,5199,4713,3937,3375,2709,1908,917,581,28976,26514,25274,21266,16175,12114,9710,7301,5473,4467,3647,3018,2712,2196,1539,721,359,57553,52728,50085,42306,32592,25320,20972,15645,11536,9666,8360,6955,6087,4905,3447,1638,940
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Angonia,MZ1001,325571,314548,640119,55546,52108,43312,35015,28862,25530,20703,15573,12301,9604,7380,5641,4185,3494,2894,2263,1160,57133,53518,43714,34467,28263,23450,17701,13941,11658,9126,6897,4864,3307,2612,1980,1314,603,112679,105626,87026,69482,57125,48980,38404,29514,23959,18730,14277,10505,7492,6106,4874,3577,1763
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Cahora Bassa,MZ1002,86221,87012,173233,14535,13715,12554,9956,7198,6329,5869,4434,3034,2257,1767,1361,1063,859,646,397,247,14951,14086,13015,10285,7606,6356,5500,4330,3114,2294,1683,1206,939,740,513,235,159,29486,27801,25569,20241,14804,12685,11369,8764,6148,4551,3450,2567,2002,1599,1159,632,406
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Changara,MZ1003,80373,77896,158269,13019,12141,12518,9691,6532,5555,5050,3854,2842,2211,1762,1430,1226,1019,766,434,323,13391,12470,13487,10284,6829,5291,4236,3218,2339,1731,1294,960,783,647,484,272,180,26410,24611,26005,19975,13361,10846,9286,7072,5181,3942,3056,2390,2009,1666,1250,706,503
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Chifunde,MZ1004,101746,101391,203137,17855,16499,14425,11300,9379,8255,6707,4920,3657,2650,1723,1247,1038,842,630,373,246,18365,16945,14897,11280,8904,7395,5964,4742,3843,2898,1964,1321,921,743,590,433,186,36220,33444,29322,22580,18283,15650,12671,9662,7500,5548,3687,2568,1959,1585,1220,806,432
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Chiuta,MZ1005,65527,62125,127652,10963,10481,9213,6990,5499,4869,4290,3301,2550,1965,1451,1119,905,748,579,375,229,11276,10765,9667,7060,5067,4126,3566,2821,2091,1575,1187,873,688,561,416,234,152,22239,21246,18880,14050,10566,8995,7856,6122,4641,3540,2638,1992,1593,1309,995,609,381
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Cidade De Tete,MZ1006,224760,226073,450833,41827,37656,28733,25012,22678,20314,15614,10763,6733,4607,3522,2507,1689,1257,879,524,445,43021,38675,27988,23856,21954,19379,15975,12054,7514,5140,3940,2607,1627,1142,703,280,218,84848,76331,56721,48868,44632,39693,31589,22817,14247,9747,7462,5114,3316,2399,1582,804,663
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Doa,MZ1007,55476,51752,107228,9364,8972,7999,5966,4666,4135,3718,2859,2154,1644,1239,908,626,486,367,253,120,9631,9215,8390,5914,4020,3112,2478,2026,1844,1503,1169,832,546,427,322,215,108,18995,18187,16389,11880,8686,7247,6196,4885,3998,3147,2408,1740,1172,913,689,468,228
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Macanga,MZ1008,101577,100859,202436,18086,16503,14131,11063,9744,8589,6640,4749,3453,2498,1716,1249,970,804,651,482,249,18603,16949,14475,10942,9221,7711,5981,4681,3757,2804,1871,1247,884,698,524,339,172,36689,33452,28606,22005,18965,16300,12621,9430,7210,5302,3587,2496,1854,1502,1175,821,421
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Magoe,MZ1009,58299,59679,117978,9875,9270,8269,6530,4976,4395,3939,2937,1976,1485,1229,981,794,653,495,299,196,10157,9521,8836,6881,5112,4342,3948,3124,2150,1555,1121,824,691,577,440,257,143,20032,18791,17105,13411,10088,8737,7887,6061,4126,3040,2350,1805,1485,1230,935,556,339
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Marara,MZ1010,46743,45888,92631,7194,6880,7538,5699,3436,2881,2877,2301,1798,1437,1125,931,836,709,544,317,240,7400,7066,8394,6408,3950,2959,2338,1803,1435,1098,797,608,532,448,338,186,128,14594,13946,15932,12107,7386,5840,5215,4104,3233,2535,1922,1539,1368,1157,882,503,368
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Maravia,MZ1011,78324,77785,156109,13392,12639,11364,8521,6804,6009,5250,3952,2892,2143,1512,1135,932,748,542,293,196,13774,12981,11669,8561,6716,5582,4624,3694,2943,2236,1580,1106,829,651,461,237,141,27166,25620,23033,17082,13520,11591,9874,7646,5835,4379,3092,2241,1761,1399,1003,530,337
